9.257958333333332845e+00,4.020919444444444935e+01
9.258499999999999730e+00,4.010927777777777692e+01
9.263666666666667382e+00,4.021780555555555736e+01
9.270916666666666472e+00,4.030344444444444463e+01
9.271708333333332774e+00,4.017783333333333218e+01
9.271833333333333371e+00,4.010947222222222308e+01
9.272958333333333414e+00,4.011008333333333553e+01
9.274124999999999730e+00,3.994624999999999915e+01
9.275124999999999176e+00,4.028447222222222024e+01
9.275666666666666060e+00,4.012719444444444150e+01
9.276583333333332959e+00,4.015477777777777391e+01
9.277749999999999275e+00,3.988580555555555662e+01
9.277916666666666146e+00,4.012938888888889011e+01
9.278833333333333044e+00,3.993799999999999528e+01
9.280250000000000554e+00,4.010980555555556037e+01
9.281166666666667453e+00,4.015283333333333360e+01
9.281416666666666870e+00,4.002133333333333098e+01
9.281499999999999417e+00,4.034947222222222507e+01
9.282375000000000043e+00,4.016066666666666407e+01
9.283291666666666941e+00,4.015502777777777510e+01
9.288083333333332803e+00,4.003300000000000125e+01
9.290041666666667197e+00,4.030813888888888386e+01
9.290833333333333499e+00,4.026452777777777925e+01
9.290833333333333499e+00,4.030549999999999500e+01
9.291000000000000369e+00,4.016863888888888567e+01
9.291166666666667240e+00,4.014163888888889176e+01
9.291499999999999204e+00,3.997922222222222643e+01
9.291958333333333542e+00,4.013780555555555196e+01
9.292083333333334139e+00,4.008044444444444565e+01
9.292208333333332959e+00,4.030641666666666367e+01
9.292374999999999829e+00,4.014416666666666345e+01
9.293166666666666131e+00,4.014461111111111080e+01
9.293208333333334181e+00,4.028366666666666163e+01
9.294958333333333655e+00,3.995672222222222558e+01
9.295749999999999957e+00,3.995224999999999937e+01
9.296333333333333115e+00,4.015005555555555361e+01
9.296374999999999389e+00,3.995844444444444576e+01
9.296666666666666856e+00,4.016963888888888334e+01
9.296916666666666273e+00,3.995827777777778067e+01
9.296958333333332547e+00,3.995141666666666680e+01
9.297958333333333769e+00,4.015088888888888619e+01
9.298708333333333798e+00,4.005024999999999835e+01
9.299666666666666970e+00,4.013241666666666418e+01
9.300124999999999531e+00,3.994647222222221927e+01
9.302125000000000199e+00,3.986444444444444457e+01
9.302333333333333343e+00,3.983780555555555480e+01
9.302333333333333343e+00,3.986419444444444338e+01
9.304125000000000867e+00,4.017366666666666219e+01
9.304249999999999687e+00,4.028633333333333155e+01
9.306291666666666629e+00,3.999336111111111336e+01
9.306791666666667240e+00,4.016102777777777533e+01
9.306833333333333513e+00,4.026202777777777442e+01
9.310708333333332476e+00,4.025374999999999659e+01
9.312041666666667439e+00,4.039808333333333223e+01
9.312124999999999986e+00,4.016511111111110921e+01
9.315583333333332661e+00,4.015658333333333019e+01
9.315916666666666401e+00,3.995080555555556145e+01
9.316541666666665833e+00,4.005624999999999858e+01
9.320624999999999716e+00,4.004633333333332956e+01
9.322166666666666046e+00,3.987088888888889215e+01
9.324291666666667311e+00,4.026155555555555310e+01
9.324624999999999275e+00,3.982416666666667027e+01
9.325291666666666757e+00,4.026447222222222422e+01
9.325958333333332462e+00,4.012213888888889102e+01
9.326208333333333655e+00,4.004986111111110603e+01
9.326708333333332490e+00,4.004508333333333070e+01
9.327875000000000583e+00,4.028427777777777408e+01
9.328416666666667467e+00,4.035441666666666549e+01
9.329041666666666899e+00,4.003755555555555645e+01
9.335124999999999673e+00,4.027949999999999875e+01
